名称,获利比例（%）,平均成本（元）,90%集中度（%）,90%成本最低价格（元）,90%成本最高价格（元）,70%集中度（%）,70%成本最低价格（元）,70%成本最高价格（元）
乐普医疗,7.3,38.75,13.34,34.32,44.88,9.94,35.92,43.85
国金证券,18.48,14.74,20.84,10.69,16.31,6.63,13.87,15.85
安阳钢铁,32.01,2.18,7.51,1.97,2.29,5.14,2.03,2.25
中国船舶,16.8,21.17,12.38,18.11,23.23,8.94,19.02,22.75
黄河旋风,54.73,3.17,10.25,2.89,3.55,6.91,3.03,3.48
ST云维,18.13,2.16,8.3,2.1,2.48,5.17,2.11,2.34
君正集团,9.47,9.05,28.73,5.8,10.49,12.23,7.62,9.74
华力创通,4.57,15.51,12.04,13.6,17.32,5.54,14.89,16.64
南都电源,47.78,14.64,20.03,10.67,16.01,15.82,11.26,15.5
远光软件,4.15,10.24,9.64,9.37,11.37,6.17,9.59,10.85
惠城环保,13.85,23.34,10.09,21.19,25.94,7.47,21.63,25.13
腾达建设,48.56,3.09,10.27,2.84,3.49,4.36,2.96,3.23
苏州银行,2.88,8.62,8.43,8.21,9.72,6.74,8.26,9.45
华电重工,40.65,4.16,8.73,3.71,4.42,6.54,3.79,4.32
亚太股份,25.4,5.4,10.59,4.73,5.85,7.41,4.89,5.67
华侨城Ａ,35.48,7.31,18.78,5.72,8.36,14.42,5.99,8.01
新智认知,92.47,11.61,14.1,9.96,13.24,8.28,10.88,12.84
滨江集团,78.52,4.78,12.78,4.05,5.24,10.38,4.15,5.11
光大嘉宝,17.26,4.3,10.66,3.8,4.71,6.66,4.01,4.58
开滦股份,31.06,5.22,11.41,4.37,5.49,9.08,4.51,5.41
张家港行,4.61,6.33,6.98,6.04,6.94,4.78,6.12,6.73
青岛港,32.95,6.26,12.76,5.42,7,9.02,5.55,6.65
中航飞机,24.38,23.86,23.59,16.84,27.24,19.14,17.64,25.99
烽火电子,18.38,8.65,18.26,6.88,9.95,12.72,7.46,9.63
紫金矿业,84.03,5.86,31.07,3.77,7.18,27.04,3.97,6.92
ST明科,8.68,3.24,11.95,2.91,3.7,9.5,3,3.63
华丽家族,5.98,4.33,10.31,3.91,4.8,5.99,4.07,4.59
我爱我家,29.58,4.19,23.13,3.2,5.12,15.26,3.54,4.82
光启技术,18.4,21.55,48.48,10.06,28.98,12.17,19.78,25.27
物产中大,75.22,4.66,7.39,4.26,4.94,5.73,4.36,4.89
陕西黑猫,32.96,3.02,15.65,2.56,3.51,10.7,2.67,3.31
江南化工,51.12,6.69,27.32,4.92,8.61,16,5.4,7.46
顺网科技,3.99,22.28,16.7,19.51,27.33,10.56,21.06,26.03
广汇能源,45.1,2.87,8.73,2.51,2.99,6.47,2.6,2.96
郑州银行,46.17,3.82,9.31,3.41,4.11,4.91,3.58,3.95
天津磁卡,4.4,4.89,8.43,4.72,5.59,4.52,4.76,5.22
天津港,38.25,4.78,6.1,4.39,4.96,4.81,4.45,4.9
云铝股份,7.61,6.2,21.98,4.47,6.99,8.68,5.75,6.84
歌力思,38.41,14.33,14.6,11.54,15.49,8.77,12.75,15.2
久之洋,37.16,35.68,13.68,29.81,39.26,10.14,31.3,38.37
苏垦农发,37.63,13.89,27.07,9.33,16.26,21.01,10.21,15.64
中国西电,0.98,5.56,17.63,4.84,6.91,10.52,4.99,6.16
金地集团,60.55,14.59,13.28,12.28,16.04,9.6,12.69,15.39
中国出版,26.28,5.84,9.91,5.09,6.21,7.88,5.24,6.13
天邑股份,3.14,25.19,9.94,23.46,28.64,4.04,24.38,26.43
利安隆,13.4,34.72,11.51,29.68,37.4,7.49,31.61,36.73
申达股份,1.19,5.32,9.9,4.78,5.83,6.08,4.91,5.55
健友股份,10.41,46.59,14.73,41.46,55.79,6.18,44.29,50.13
曙光股份,35.52,3.8,8.82,3.41,4.07,5.47,3.54,3.95
太钢不锈,61.61,3.66,9.52,3.23,3.91,6.83,3.34,3.83
蒙娜丽莎,22.68,40.69,22.12,29.94,46.94,12.86,34.43,44.6
润邦股份,56.64,5.47,12.41,4.49,5.76,8.57,4.79,5.69
ST圣莱,0.5,7.91,14.78,6.68,9,12.04,6.84,8.71
中信国安,22.54,2.86,15.63,2.43,3.33,9.86,2.56,3.12
浙江力诺,7.8,26.39,11.38,22.42,28.18,5.62,24.72,27.67
山东路桥,42.87,5.51,9.09,4.9,5.88,6.47,5.06,5.76
北部湾港,40.89,11.06,17.68,8.94,12.78,12.86,9.42,12.2
*ST雅博,89.34,2.73,22.98,2.42,3.86,15.12,2.54,3.44
上柴股份,77.96,8.31,20.62,6.88,10.45,18,7.09,10.21
大康农业,32.16,2.77,13.55,2.33,3.06,8.33,2.51,2.97
光峰科技,0.75,26.84,12.89,23.59,30.57,10.58,24.14,29.85
米奥会展,15.62,26.29,16.19,20.87,28.93,13.53,21.42,28.13
杭州银行,85.24,10.18,27.11,7.4,12.91,19.03,8.49,12.48
赤峰黄金,11.02,19.86,19.89,15.46,23.13,11.99,17.09,21.75
青松建化,11.71,5.82,17.01,4.54,6.4,6.55,5.44,6.2
亿利洁能,42.23,3.57,7.56,3.24,3.77,4.65,3.38,3.71
日出东方,2.22,5.75,8.49,5.41,6.41,5.03,5.5,6.09
山东矿机,18.95,2.77,11.07,2.41,3.01,5.38,2.64,2.94
*ST荣华,50.57,1.76,26.11,1.5,2.55,7.93,1.6,1.88
晨光新材,3.03,20.96,15.83,19.74,27.16,7.69,20.3,23.68
露天煤业,12.73,11.25,23.87,7.61,12.38,9.47,9.95,12.03
牧原股份,35.15,87.53,17.03,67.37,95.03,14.27,69.71,92.92
金晶科技,11.83,3.67,7.48,3.42,3.97,4.57,3.51,3.85
上海能源,35.31,8.91,9.23,7.73,9.3,7.43,7.92,9.2
中金岭南,24.07,4.56,16.68,3.51,4.92,12.58,3.74,4.81
皖通高速,44.88,5.28,5.21,4.91,5.45,4.34,4.96,5.41
保利地产,70.57,16.17,10.6,14.25,17.63,7.45,14.55,16.9
金健米业,22.39,13.61,13.58,11.66,15.32,9.8,11.98,14.59
连云港,21.83,3.67,7.97,3.35,3.93,4.97,3.44,3.8
永兴材料,19.08,18.64,13.02,15.8,20.53,7.71,16.97,19.81
新赛股份,4.4,5.93,12.95,5.19,6.73,9.14,5.41,6.5
奥普家居,74.94,17.65,4.38,17.14,18.71,2.71,17.29,18.25
光迅科技,28.44,32.94,9.93,29.41,35.9,6.23,30.93,35.04
开元股份,41.53,8.76,18.46,7.25,10.54,13.92,7.71,10.2
*ST平能,81.89,2.4,11.72,2.11,2.67,8.3,2.21,2.61
晋亿实业,44.34,6.04,6.92,5.58,6.41,4.48,5.76,6.3
泛海控股,57.52,4.23,17.64,3.32,4.74,12.89,3.56,4.61
北纬科技,16.74,5.46,8.34,4.88,5.77,5.5,5.09,5.68
丰乐种业,14.11,12.03,11.66,10.89,13.77,8.83,11.08,13.22
大悦城,15.28,5.54,10.54,4.9,6.06,6.35,5.1,5.79
佳讯飞鸿,50.7,9.3,12.99,8.03,10.42,7.51,8.5,9.88
华英农业,6.6,4.71,10.53,4.19,5.18,7.03,4.38,5.05
国睿科技,29.46,18.36,20.75,14.29,21.77,11.69,15.87,20.07
广信材料,4.35,17.6,13.03,15.98,20.77,6.45,16.43,18.7
宝新能源,54.18,6.32,20.45,4.79,7.25,17.06,5.03,7.1
电子城,34.48,6.08,12.68,5.34,6.89,8.9,5.52,6.6
广州港,47.72,3.31,8.98,2.99,3.58,6.85,3.06,3.51
新农开发,7.81,10.4,13.55,8.99,11.81,9.18,9.5,11.42
融钰集团,15.04,3.46,10.86,3.16,3.93,6.93,3.29,3.78
国投资本,30.57,15.01,16.32,11.94,16.6,12.06,12.52,15.95
*ST中天,72.66,1.36,33.81,0.93,1.88,30.22,0.97,1.81
招商银行,69.35,36.21,11.49,31.05,39.11,7.72,32.5,37.93
安靠智电,55.23,43.45,22.09,32.17,50.41,14.41,36.3,48.53
恒力石化,76.32,16.15,23.45,12.63,20.36,18.92,13.37,19.61
建科院,9.5,16.79,14.3,13.97,18.63,6.48,15.75,17.93
利欧股份,29.06,3.29,14.58,2.93,3.93,8,3.1,3.63
鸿博股份,14.5,7.54,5.96,7.02,7.91,3.84,7.19,7.77
湘油泵,40.01,32.49,28.11,21.6,38.49,22.33,23.34,36.76
神开股份,44.58,7.23,18.65,5.31,7.74,13.39,5.8,7.59
大唐发电,59.23,2.36,12.74,2.02,2.61,10,2.07,2.53
荣盛发展,32.86,8.24,11.6,7.25,9.15,8.52,7.43,8.82
山西焦化,22.66,4.99,11.1,4.23,5.29,7.13,4.52,5.21
彩讯股份,6.42,26.65,13.8,22.71,29.99,8.72,24.33,28.98
钱江生化,13.68,5.91,8.73,5.32,6.34,5.12,5.55,6.15
天士力,66.1,17.69,15.28,14.17,19.29,11.94,14.81,18.83
力盛赛车,15.91,15.79,16.04,13.65,18.87,12.98,13.98,18.15
光韵达,12.71,11.85,12.47,10.6,13.63,7.81,10.84,12.68
ST远程,52.66,3.07,13.04,2.9,3.77,9.68,2.94,3.57
中富通,6.36,21.58,12.12,18.99,24.23,8.78,19.85,23.67
华资实业,7.57,6.63,8.78,6.03,7.19,5.65,6.26,7.01
英飞拓,5.31,4.92,7.93,4.53,5.31,4.78,4.68,5.15
舒泰神,13.36,12.13,10.45,10.68,13.17,6.35,11.3,12.83
中油工程,86.41,2.65,15.14,2.27,3.08,11.36,2.38,2.99
硅宝科技,20.36,15.29,25.48,10.03,16.89,14.25,12.34,16.44
斯莱克,52.06,8.92,20.51,6.76,10.25,9.79,7.86,9.57
宁波热电,64.44,2.94,7.67,2.65,3.09,5.9,2.71,3.05
云南铜业,35.08,14.48,23.06,10.04,16.06,7.34,13.2,15.29
法狮龙,24.93,21.69,4.98,21.3,23.53,2.19,21.38,22.33
长沙银行,29.31,9.08,13.14,7.49,9.75,5.37,8.58,9.55
三鑫医疗,2.61,18.93,19.06,16.81,24.72,6.9,18.34,21.06
青农商行,10.33,5.69,18.8,4.77,6.98,8.95,5.22,6.25
大北农,7.65,11.29,13.14,9.49,12.36,9.18,9.94,11.95
*ST中南,88.23,1.87,27.07,1.32,2.3,20.22,1.44,2.17
豆神教育,37.53,20.42,18.76,16.63,24.3,10.6,18.15,22.45
左江科技,4.16,65.74,14.84,56.23,75.83,8.34,59.72,70.59
七 匹 狼,66.59,5.61,10.01,4.9,5.99,7.06,5.07,5.84
贵阳银行,36.71,7.97,8.32,7.2,8.51,5.97,7.39,8.33
中船应急,17.93,10.63,14.7,8.77,11.79,7.36,9.83,11.39
捷顺科技,12.39,13.78,19.31,10.58,15.64,9.63,12.2,14.8
东方集团,34.45,4.78,19.55,3.58,5.32,16.24,3.77,5.24
阳煤化工,30.84,2.16,8.96,1.93,2.31,5.83,2.02,2.27
香江控股,37,2.17,10.74,1.87,2.32,7.62,1.94,2.26
岱美股份,98.37,22.52,16.14,18.5,25.62,9.8,19.87,24.18
ST昌鱼,84.47,3.05,27,2.06,3.59,22.46,2.19,3.46
金溢科技,17.3,53.28,17.96,41.68,59.93,10.74,46.62,57.84
双飞股份,19.82,36.51,13.1,30.58,39.8,9.66,31.57,38.32
三峡新材,34.13,2.79,10.87,2.46,3.06,6.64,2.6,2.97
福建高速,53.92,2.73,3.32,2.62,2.8,2.21,2.66,2.78
京威股份,22.53,4.45,18.53,3.59,5.22,10.12,3.91,4.79
*ST康盛,81.4,1.71,22.65,1.52,2.41,13.97,1.57,2.08
中煤能源,48.59,4.07,8.43,3.64,4.31,6.68,3.7,4.23
大连港,50.1,2.03,15.92,1.69,2.33,12.08,1.71,2.18
首航高科,41.29,2.76,10.36,2.51,3.09,7.17,2.59,2.99
蓝光发展,43.81,5.42,10.08,4.87,5.96,7.09,5.07,5.84
宁波银行,71.46,29.61,21.4,22.54,34.82,16.33,24.52,34.09
国电南瑞,25.99,20.96,9.87,18.81,22.92,6.89,19.55,22.44
宁波建工,0.71,5.13,8.49,4.76,5.64,6.36,4.85,5.51
兴业证券,18.22,8.29,23.38,6.1,9.82,5.26,7.83,8.7
*ST晨鑫,40.73,2.12,31.07,1.28,2.44,15.59,1.72,2.35
东方锆业,12.54,6.39,11.13,5.7,7.13,7.45,5.95,6.91
申华控股,28.84,2.01,9.41,1.83,2.21,5.47,1.9,2.12
大东南,15.6,2.73,12.57,2.26,2.91,4.4,2.61,2.85
金桥信息,16.14,11.76,11.18,10.64,13.31,5.26,11.07,12.3
西仪股份,33.22,8.91,11.4,7.51,9.45,8.68,7.83,9.32
光大证券,10.66,23.34,22.3,18.25,28.72,6.73,21.97,25.14
第一创业,3.2,10.75,9.01,9.67,11.59,5.41,10.11,11.27
广济药业,16.5,9.17,5.69,8.56,9.59,3.39,8.84,9.46
德力股份,35.65,6.49,11.22,5.69,7.13,7.43,5.94,6.89
鹏欣资源,17.11,4.22,19.27,3.39,5,11.26,3.74,4.69
华银电力,36.53,2.58,10.44,2.23,2.75,7.41,2.31,2.68
*ST大洲,64.75,3.16,25.47,2.59,4.37,20.98,2.66,4.08
西部证券,21.07,9.91,14.63,8.03,10.79,10.95,8.42,10.49
龙蟠科技,50.98,23.91,43.37,11.91,30.15,31.04,15.11,28.71
中国外运,45.35,3.77,16.43,3.23,4.5,11.87,3.41,4.33
宏达股份,29.17,2.66,15.34,2.18,2.97,10.25,2.32,2.85
*ST赫美,17.43,1.37,19.41,1.1,1.63,9.63,1.22,1.48
南山铝业,68.19,2.42,13.55,2.01,2.64,11.5,2.04,2.57
百邦科技,34.51,11.88,23.9,10.04,16.34,18.67,10.55,15.39
双汇发展,51.11,53.02,23.43,38.39,61.88,19.25,39.5,58.34
顺威股份,29.84,3.78,10.86,3.4,4.23,4.67,3.62,3.98
腾龙股份,29.59,22.93,20.54,17.55,26.62,14.32,19.07,25.45
荣安地产,69.59,2.78,18.47,2.45,3.56,14.14,2.55,3.39
万  科Ａ,81.28,26.68,8.31,24.68,29.15,5.89,25.04,28.17
华创阳安,23.05,13.87,14.06,11.61,15.41,9.89,12.08,14.73
通化金马,2.89,5.28,10.3,4.88,6.01,4.91,5.02,5.54
云煤能源,30.26,3.08,6.64,2.81,3.21,4.79,2.88,3.17
中国中铁,37.99,5.53,7.5,4.93,5.73,4.91,5.13,5.66
南京银行,63.25,8.13,11.46,7.05,8.87,8.73,7.31,8.71
保隆科技,6.53,29.8,13.13,26.47,34.48,6.77,27.93,31.98
通鼎互联,23,5.5,11.38,5.17,6.49,5.11,5.26,5.83
包钢股份,43.29,1.18,7.3,1.08,1.25,5.13,1.11,1.23
四方股份,38.88,6.52,14.95,5.86,7.92,6.95,6.07,6.97
朗源股份,20.88,7.96,15.39,6.77,9.24,9.04,7.46,8.94
智慧能源,16,4.2,8.11,4.02,4.73,4.24,4.07,4.43
万马股份,18.41,7.89,8.56,7.22,8.57,4.79,7.49,8.25
大同煤业,19.39,5.21,21.1,3.74,5.74,15.29,4.07,5.53
久量股份,4.36,21.64,7.5,19.69,22.88,5.11,20.25,22.43
广电电气,31.62,3.54,7.49,3.21,3.73,4.27,3.36,3.66
金科股份,71.75,9.23,18.66,7.35,10.72,15.09,7.48,10.14
日科化学,77.69,9.61,14.27,8.13,10.83,9.72,8.67,10.53
新能泰山,0.91,5.15,16.2,4.18,5.8,10.97,4.49,5.6
国发股份,13.53,6.9,16.48,6.12,8.54,13.81,6.28,8.3
悦心健康,49.43,3.43,7.92,3.08,3.61,3.83,3.26,3.52
海南发展,9.42,18.19,29.48,13.11,24.06,22.55,13.89,21.98
丽岛新材,1.61,12.24,9.44,11.75,14.2,6.35,11.93,13.55
闰土股份,31.13,9.86,7.84,8.74,10.22,5.65,9.04,10.12
无锡银行,18.6,5.89,15.77,4.88,6.71,5.05,5.61,6.21
苏宁环球,43.07,3.43,14.29,2.82,3.76,8.32,3.03,3.58
建设机械,49.87,23.71,38,13.23,29.44,24.52,17,28.05
中百集团,19.47,7.16,9.11,6.45,7.75,5.77,6.63,7.44
民生控股,72.64,5.53,17.51,4.64,6.61,11.09,5.14,6.43
雷科防务,3,9.56,12.61,8.7,11.2,9.04,9.02,10.81
新城控股,55.47,32.35,12.61,28.02,36.11,9.25,29.46,35.47
宏柏新材,5.26,15.08,16.82,13.99,19.64,8.6,14.53,17.27
风华高科,15.23,32.67,15.78,27.25,37.46,10.2,29.48,36.18
华正新材,0.23,45.39,14.49,40.22,53.85,11.31,41.16,51.66
天迈科技,9.31,41.78,12.06,37.3,47.54,7.88,39.22,45.94
上海银行,42.17,8.35,8.39,7.65,9.06,5.92,7.75,8.72
中国神华,67.83,15.57,8.22,14.29,16.85,5.4,14.68,16.36
冀中能源,72.34,3.52,17.51,2.9,4.13,14.13,2.96,3.94
中简科技,36.64,46.09,24.42,31.41,51.71,17.83,34.67,49.72
腾信股份,27.75,9.56,11.59,8.62,10.88,7.61,9.07,10.57
雄塑科技,24.54,14.83,10.41,12.95,15.96,6.12,13.79,15.59
弘亚数控,54.72,35.33,26.6,23.09,39.82,21.99,24.86,38.87
天茂集团,16.98,5.78,11.47,4.99,6.28,7.03,5.35,6.16
晨鸣纸业,48.02,5.4,9.76,4.75,5.78,5.42,5.1,5.68
ST柳化,16.38,2.79,6.86,2.58,2.96,4.11,2.68,2.91
新华传媒,22.39,6.08,14.23,5.31,7.07,7.75,5.74,6.71
松发股份,71.1,16.94,15.21,14.27,19.39,11.55,15.09,19.03
潞安环能,32.88,6.37,13.05,5.31,6.9,10.13,5.49,6.72
达实智能,26.13,4.26,7.06,3.95,4.55,4.8,4.07,4.48
纵横通信,0,15.75,11.09,14.38,17.97,8.44,14.85,17.59
洲际油气,33.24,2.11,11.42,1.9,2.39,5.66,2,2.24
华源控股,28.62,8.59,14.7,6.86,9.22,9.75,7.44,9.05
江南高纤,19.16,3.16,9.4,2.88,3.48,4.11,3.08,3.34
中科海讯,4.35,54.29,11.49,49.4,62.22,6.91,52.26,60.03
成都银行,63.78,9.96,20.38,7.43,11.23,9.89,8.66,10.56
ST毅达,61.16,4.6,49.82,1.97,5.89,30.12,3.05,5.67
ST昌九,92.86,11.17,16.24,9.12,12.65,9.44,10.25,12.39
山东高速,62.35,5.61,27.95,3.8,6.76,15.97,4.7,6.48
森马服饰,83.65,7.48,12.79,6.64,8.59,6.81,7.03,8.05
微光股份,16.61,31.52,13.17,26.46,34.48,7.3,28.81,33.35
国新健康,17.69,12.77,13.13,10.56,13.75,9.2,11.24,13.52
农发种业,20.37,5.36,20.92,4.29,6.57,9.78,4.92,5.99
传化智联,43.77,5.99,5.6,5.56,6.22,3.72,5.69,6.13
盛洋科技,1.01,13.68,26.18,12.2,20.85,10.65,12.79,15.84
碳元科技,0.61,19.26,12.12,16.93,21.6,10.01,17.36,21.22
中远海特,52.71,3.42,8.57,3.04,3.61,6.45,3.12,3.55
ST云网,15.32,3.23,11.21,2.85,3.57,8.86,2.93,3.5
当代文体,0.91,8.55,9.11,7.88,9.46,5.74,8.18,9.17
山东钢铁,81.02,1.39,10.39,1.25,1.54,6.52,1.29,1.47
莲花健康,54.15,2.88,10.8,2.56,3.18,7.23,2.63,3.04
万集科技,36.63,48.97,8.17,44.53,52.45,5.35,46.27,51.5
三联虹普,15.67,19.4,11.09,16.83,21.02,7.5,17.68,20.55
韶钢松山,21.18,4.44,13.79,3.69,4.87,9.49,3.91,4.73
康尼机电,17.77,6.92,9.63,6.36,7.72,4.92,6.55,7.23
阳泉煤业,33.32,4.83,10.39,4.14,5.1,8.44,4.23,5.01
澳洋健康,29.83,2.86,11.88,2.56,3.25,7.61,2.67,3.11
华控赛格,6.66,3.67,13.73,3.2,4.22,7.86,3.35,3.92
重庆建工,61.19,4.04,12.71,3.57,4.61,6.68,3.77,4.31
海兰信,34.92,15.5,25.23,10.08,16.89,11.33,13.08,16.42
平安银行,77.25,14.09,10.1,12.63,15.47,8.12,12.9,15.18
中远海发,86.84,2.12,11.48,1.85,2.33,8.7,1.89,2.25
新潮能源,19.99,1.86,13.13,1.72,2.24,5.04,1.79,1.98
新力金融,0.91,12.19,14.3,10.73,14.31,9.69,11.13,13.51
太平鸟,78.97,17.23,34.7,13.7,28.26,28.29,14.27,25.53
福田汽车,51.12,2.65,25.41,1.89,3.17,18.95,2.08,3.06
万里马,19.38,8.28,15.63,7.08,9.71,10.36,7.41,9.12
*ST亚振,36.13,4.03,9.52,3.61,4.37,5.29,3.76,4.18
宏创控股,47.63,3.1,10.46,2.74,3.38,7.19,2.84,3.28
中储股份,38.27,5.02,9.26,4.41,5.31,7.79,4.5,5.26
唐山港,79.87,2.49,10.93,2.16,2.69,9.13,2.19,2.63
川金诺,17.7,19.07,13.88,15.2,20.1,5.32,17.86,19.86
吉林森工,29.29,6.28,40.23,3.31,7.75,26.35,4.36,7.47
中国人保,16.53,7.27,13.68,6.19,8.15,7.02,6.67,7.68
苏农银行,21.17,4.8,10.95,4.23,5.27,4.86,4.6,5.07
友阿股份,42.61,4.73,10.61,4.2,5.2,6.58,4.44,5.07
新集能源,19.7,2.67,8.29,2.38,2.81,5.34,2.48,2.76
江苏银行,58.23,6.23,8.66,5.61,6.67,6.98,5.68,6.54
西山煤电,46.51,4.23,11.5,3.58,4.51,9.54,3.65,4.42
中装建设,7.28,9.44,7.48,8.72,10.13,4.82,9.01,9.92
盛屯矿业,24.88,6.12,15.92,5.05,6.96,8.38,5.71,6.76
天地科技,88.11,3.15,9.9,2.82,3.44,6.99,2.86,3.29
海波重科,45.25,18.44,9.6,16.07,19.48,5.13,17.25,19.12
神火股份,17.82,5.28,17.66,4,5.71,6.59,4.88,5.57
易天股份,11.17,55.81,9.85,48.09,58.6,6.22,50.72,57.45
纳川股份,22.19,5.98,25.47,4,6.74,12.61,4.96,6.4
博云新材,12.08,7.95,13.14,7.07,9.21,8.48,7.51,8.91
ST海马,38.4,2.62,31.35,1.84,3.52,27.44,1.93,3.4
酒钢宏兴,27.7,1.67,7.03,1.52,1.75,4.24,1.58,1.72
ST天雁,47.45,2.42,12.66,2.07,2.67,9.05,2.16,2.59
中信重工,41.59,4.03,12.82,3.4,4.4,9.21,3.55,4.27
远大智能,11.11,3.84,10.64,3.47,4.3,5.47,3.62,4.04
中水渔业,11.93,8.16,21.85,6.06,9.45,13.55,6.9,9.06
中航沈飞,2.6,59.99,13.17,54.69,71.29,8.84,56.46,67.4
重庆钢铁,47.19,1.57,12.7,1.34,1.73,5.36,1.5,1.67
永泰能源,67.39,1.49,14.97,1.25,1.69,10.58,1.31,1.62
铁龙物流,16.61,5.79,12.15,4.86,6.21,6.8,5.33,6.11
*ST天夏,17.84,1.62,41.15,1.46,3.51,30.84,1.49,2.82
宝莱特,12.8,39.05,10.1,35.87,43.93,5.94,36.93,41.6
博敏电子,13.37,15.67,9.85,13.33,16.25,5.09,14.52,16.08
起步股份,43.71,10.08,13.57,8.13,10.69,6.37,9.24,10.5
永鼎股份,69.43,5.94,18.55,4.42,6.43,11.35,5.05,6.34
新开普,39.62,14.65,11.2,13.06,16.35,5.43,13.86,15.44
慈星股份,48.43,7.22,31.7,4.31,8.32,27.65,4.6,8.12
创新医疗,26.73,7.17,20.07,5.35,8.03,15.68,5.69,7.8
*ST长动,23.05,2.23,19.61,2.04,3.04,10.75,2.1,2.6
国泰集团,80.86,7.74,13.83,6.66,8.8,10.55,6.97,8.61
天宸股份,80.57,7.9,21.33,5.79,8.93,16.53,6.11,8.53
宣亚国际,2.21,39.45,22.67,29.8,47.27,16.01,32.14,44.4
普邦股份,42.96,2.45,9.13,2.29,2.75,5.84,2.34,2.63
阿石创,4.66,31.59,14.26,26.17,34.87,6.1,29.56,33.4
剑桥科技,1.11,27.02,17.56,22.53,32.14,10.34,24.51,30.16
延长化建,22.38,4.32,8.53,3.86,4.58,6.19,3.94,4.46
中南建设,42.13,9.42,17.71,7.31,10.45,14.07,7.72,10.25
*ST金鸿,31.12,1.85,26.1,1.43,2.44,19.25,1.51,2.23
华邦健康,34.95,5.53,10.73,4.92,6.11,7.26,5.12,5.92
智莱科技,18.26,40.4,6.09,37.53,42.4,4.02,38.4,41.62
天顺股份,23.63,23.42,12.54,20.28,26.1,8.65,21.4,25.45
*ST商城,2.34,4.67,13.23,4.05,5.28,8.18,4.33,5.1
长城军工,7.2,16.16,10.95,14.52,18.09,6.15,15.34,17.35
龙腾光电,6.5,8.99,10.8,8.21,10.2,4.58,8.6,9.43
兖州煤业,39.42,9.25,12.91,7.79,10.09,9.79,8,9.74
*ST兆新,61.14,1.22,22.08,0.9,1.41,14.77,1.01,1.36
金现代,10.11,16.17,11.46,13.88,17.47,5.78,15.08,16.93
百利科技,85.48,9.58,27.05,7.24,12.6,19.69,8.18,12.2
新华联,47.5,3.79,18.41,2.9,4.22,13.22,3.15,4.12
中远海控,91.6,4.4,27.83,3.37,5.96,21.15,3.57,5.49
泰林生物,3.93,65.64,16.3,60.33,83.82,8.78,63.96,76.27
东华测试,86.55,18.05,15.64,14.48,19.84,8.03,16.54,19.43
金运激光,2.54,34.05,18.89,30.7,45.01,14.36,31.77,42.42
华贸物流,22.1,6.45,21.49,4.56,7.06,5.36,6.11,6.8
*ST环球,7.74,2.18,9.02,2.02,2.42,3.67,2.1,2.26
飞力达,35.34,7.99,23.39,5.56,8.95,17.43,6.12,8.7
顶固集创,2.71,13.57,8.34,12.19,14.41,4.44,12.9,14.1
中兵红箭,10.75,11.49,9.11,10.34,12.41,5.21,10.82,12.02
博天环境,2.97,7.8,16.44,6.67,9.3,10.93,6.94,8.65
友邦吊顶,20.79,16.64,15.99,13.82,19.09,9,14.78,17.7
东方网力,13.9,5.44,23.88,3.82,6.22,19.98,4.03,6.04
永福股份,47.82,15.41,7.1,14.04,16.18,4.51,14.51,15.88
内蒙一机,23.12,12.03,16.23,9.82,13.63,8.9,10.93,13.06
中欣氟材,14.32,19.83,4.75,18.93,20.82,3.31,19.18,20.49
乐心医疗,18.7,21.56,8.53,19.59,23.25,4.9,20.44,22.55
金莱特,7.2,12.54,24.08,11.39,18.61,19.69,11.55,17.21
*ST 中绒,50.9,1.32,13.51,1.12,1.47,7.63,1.21,1.41
八一钢铁,18.26,3.86,15.19,3.15,4.28,5.42,3.65,4.07
聚灿光电,80.27,33.08,12.64,27.89,35.96,5.81,31.16,35
锦鸡股份,22.59,17.49,12.1,15.5,19.77,9.54,15.79,19.12
大有能源,22.15,4.01,14.45,3.52,4.71,8.39,3.73,4.41
宏和科技,4.12,13.06,9.89,11.78,14.37,5.12,12.52,13.87
北京利尔,63.08,5.08,17.64,3.92,5.59,9.5,4.54,5.49
白云机场,26.85,15,8.65,13.69,16.28,6.01,14.07,15.86
*ST松江,56.69,1.94,23.01,1.69,2.7,18.16,1.78,2.57
新兴铸管,45.57,3.75,10.08,3.21,3.93,8.23,3.29,3.88
通光线缆,10.89,12.47,14.51,10.55,14.13,11.29,10.94,13.73
云南能投,64.14,7.8,13.95,6.58,8.72,9.98,6.79,8.3
力合科技,40.48,39.25,7.6,35.48,41.32,5.14,36.81,40.8
诚迈科技,1.11,176.37,22.46,141.11,222.85,17.23,144.31,204.42
宋都股份,66.59,3.49,20.59,2.77,4.2,16.72,2.92,4.09
同益股份,1.83,24.62,13.67,22.74,29.95,7.59,23.43,27.28
当升科技,52.11,35.79,23.86,25.84,42.04,12.75,31.3,40.44
汇金科技,40.78,22.35,19.97,18.76,28.13,12.7,20.27,26.16
中创物流,15.83,15.84,5.25,14.91,16.56,3.19,15.28,16.28
晨曦航空,32.56,18.72,17.97,15.08,21.69,9.05,16.93,20.31
阳 光 城,91.03,7.05,10.49,6.45,7.96,6.93,6.63,7.62
万林物流,31.39,4.05,10.97,3.45,4.3,8.41,3.54,4.19
聆达股份,14.28,15.35,22.92,11.63,18.55,19.37,12.1,17.91
博雅生物,10.27,45.85,25.29,32.42,54.37,17.14,36.58,51.72
